rna_cell	MES.2	MES.1	AC	OPC	NPC.1	NPC.2	G1.S	G2.M	Type1	Type2	Type3	Type4	Type5	Type6	Sample	meth_cell
MGH124_P7_A11_S11_L004_R1_001	-0.261100978	-0.035998212	-0.792429257	-0.716834719	0.182520477	0.831643666	-0.382634188	-0.115104318	NPC.2	NPC.2	NPC	Undiff	PRO	NPC	MGH124	MGH124_P7_A1_S1_L003.GCATTC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH124_P7_A12_S12_L004_R1_001	-0.384559803	-0.370572229	-0.556051165	-0.221988387	-0.098318118	1.043300012	-0.35522425	-0.252178419	NPC.2	NPC.2	NPC	Undiff	PRO	NPC	MGH124	MGH124_P7_A1_S1_L003.GTGAGG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH124_P7_A6_S6_L004_R1_001	-0.715827343	-0.217839025	-0.551615638	-0.38387285	-0.309838149	0.258360818	-0.264332252	-0.139484446	NPC.2	NPC.2	NPC	Undiff	PRO	NPC	MGH124	MGH124_P7_A1_S1_L003.CATGAC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH124_P7_A7_S7_L004_R1_001	-0.298464709	-0.205785238	0.254408415	0.617281416	0.260299249	-1.088757144	1.909981112	3.448154205	G2.M	OPC	OPC	G2.M	G2.M	G2.M	MGH124	MGH124_P7_A1_S1_L003.CCTTCG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH124_P7_A8_S8_L004_R1_001	0.035607608	-0.199543557	0.038078381	-0.65986765	0.273194745	1.280923341	-0.087585994	-0.127455304	NPC.2	NPC.2	NPC	Undiff	PRO	NPC	MGH124	MGH124_P7_A1_S1_L003.CGGTAG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH124_P7_A9_S9_L004_R1_001	0.080164659	-0.002047466	-0.788349352	-0.261073486	-0.029173784	0.913048271	0.006625242	0.13612278	NPC.2	NPC.2	NPC	Undiff	PRO	NPC	MGH124	MGH124_P7_A1_S1_L003.CTATTG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH124_P7_B10_S22_L004_R1_001	0.153019671	-0.070304158	0.756813461	0.587521228	0.116519505	-0.996844409	1.309518268	0.273196871	G1.S	AC	AC	G1.S	G1.S	G1.S	MGH124	MGH124_P7_A1_S1_L003.GAAGTC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH124_P7_B3_S15_L004_R1_001	0.032850669	0.088087081	-0.813911722	-0.33407493	0.690269114	0.516931408	-0.401577491	-0.272542254	NPC.1	NPC.1	NPC	Undiff	PRO	NPC	MGH124	MGH124_P7_A1_S1_L003.TCTCTG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH124_P7_C1_S25_L004_R1_001	1.36708532	0.045134487	-0.095547487	-0.643466266	-1.910444246	-2.277626637	-0.134895783	-0.124462682	MES.2	MES.2	MES	Diff	MES	MES	MGH124	MGH124_P7_C1_S2_L003.ACAACC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH124_P7_C12_S36_L004_R1_001	-0.47499085	-0.515308507	-0.366027281	-0.430008155	0.07469149	0.639090616	-0.32262501	-0.20693352	NPC.2	NPC.2	NPC	Undiff	PRO	NPC	MGH124	MGH124_P7_C1_S2_L003.GTGAGG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH124_P7_C3_S27_L004_R1_001	1.092387304	2.396269092	1.475509143	-0.713538852	-1.226966963	-1.959822018	0.144726495	-0.414075697	MES.1	MES.1	MES	Diff	MES	MES	MGH124	MGH124_P7_C1_S2_L003.AGGATG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH124_P7_C5_S29_L004_R1_001	-0.539566483	-0.521144405	-1.169151765	-0.741699426	-0.513344479	0.409530393	-0.528059812	-0.30975784	NPC.2	NPC.2	NPC	Undiff	PRO	NPC	MGH124	MGH124_P7_C1_S2_L003.CAAGAG.R1.fastq_bismark_bt2_pe.bismark.cov
